accession	message	sample_name	sample_title	bioproject_accession	organism	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	air_temp_regm	altitude	ances_data	antibiotic_regm	biol_stat	biotic_regm	chem_administration	chem_mutagen	climate_environment	collection_method	cult_root_med	depth	elev	fertilizer_regm	fungicide_regm	gaseous_environment	genetic_mod	gravity	growth_facil	growth_habit	growth_hormone_regm	herbicide_regm	host_age	host_common_name	host_disease	host_dry_mass	host_genotype	host_height	host_length	host_life_stage	host_phenotype	host_subspecf_genlin	host_symbiont	host_taxid	host_tot_mass	host_wet_mass	humidity_regm	isolation_source	light_regm	mechanical_damage	mineral_nutr_regm	misc_param	neg_cont_type	non_mineral_nutr_regm	omics_observ_id	organism_count	oxy_stat_samp	perturbation	pesticide_regm	ph_regm	plant_growth_med	plant_product	plant_sex	plant_struc	pos_cont_type	radiation_regm	rainfall_regm	rel_to_oxygen	root_cond	root_med_carbon	root_med_macronutr	root_med_micronutr	root_med_ph	root_med_regl	root_med_solid	root_med_suppl	salt_regm	samp_capt_status	samp_collect_device	samp_dis_stage	samp_mat_process	samp_salinity	samp_size	samp_store_dur	samp_store_loc	samp_store_temp	samp_vol_we_dna_ext	season_environment	size_frac	source_material_id	standing_water_regm	temp	tiss_cult_growth_med	water_temp_regm	watering_regm	description	unique_id	drought	inoculum	fire_freq	species	filename_r1	filename_r2	wilting_scale	bud_number	leaf_number	leaf_length	height	nodule_num	shoot_dm	final_root_dm	seqtab_rows	inoculum_site	inoculum_burn_freq	mean_no3	mean_nh4	mean_p	mean_k	mean_so4_s	mean_b	mean_om	mean_ph	mean_ec	mean_zn	mean_mn	mean_cu	mean_fe	mean_ca	mean_mg	mean_na	mean_tkn	mean_c_n_ratio	mean_sand	mean_silt	mean_clay	other_frompreviouscolumn
SAMN39447400	Successfully loaded	F-R-143_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q143	D	3Burn_W6	3	GrandFir	F-R-143_S366_L001_R1_001.fastq.gz	F-R-143_S366_L001_R2_001.fastq.gz	1	7	25	2.1	5.3	NA	0.1613	0.2743	F-R-143	6	3	8.53333333333333	6.2	7.66666666666667	59.3333333333333	4.66666666666667	0.103333333333333	5.67	5.73333333333333	0.053333333333333	0.733333333333333	10.2333333333333	0.766666666666667	23	2.86666666666667	0.4	0.046666666666667	0.156666666666667	21.452	90.8	8.8	0.4	NA
SAMN39447401	Successfully loaded	F-R-144_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q144	ND	Sterile	NA	GrandFir	F-R-144_S378_L001_R1_001.fastq.gz	F-R-144_S378_L001_R2_001.fastq.gz	1	1	24	1.1	4.4	NA	0.0772	0.1661	F-R-144	Sterile	NA	2.45	19.1	6.16666666666667	52.8333333333333	8.5	0.04	4.825	5.73333333333333	0.11	0.25	63.2833333333333	0.533333333333333	14.8333333333333	1.55	0.3	0.07	0.110333333333333	25.6353333333333	88.8	10.8	0.4	NA
SAMN39447402	Successfully loaded	F-R-145_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q145	D	0Burn_W1	0	GrandFir	F-R-145_S295_L001_R1_001.fastq.gz	F-R-145_S295_L001_R2_001.fastq.gz	1	3	35	2.1	5.8	NA	0.1072	0.1789	F-R-145	1	0	1.36666666666667	10.0666666666667	10	108	12	0.036666666666667	7.89333333333333	5.96666666666667	0.096666666666667	0.733333333333333	26.3	0.533333333333333	58	1.66666666666667	0.4	0.043333333333333	0.179	26.3323333333333	80.8	18.8	0.4	NA
SAMN39447403	Successfully loaded	F-R-146_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q146	D	3Burn_W5	3	Snowbrush	F-R-146_S209_L001_R1_001.fastq.gz	F-R-146_S209_L001_R2_001.fastq.gz	6	0	17	1.8	4	7	0.2205	0.4832	F-R-146	5	3	14.5333333333333	7.16666666666667	7	82	4.33333333333333	0.153333333333333	7.07333333333333	6.3	0.113333333333333	0.866666666666667	15.5666666666667	0.833333333333333	23	4.96666666666667	0.566666666666667	0.05	0.239333333333333	17.4663333333333	86.8	10.8	2.4	NA
SAMN39447404	Successfully loaded	F-R-147_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q147	ND	1Burn_W4	1	Snowbrush	F-R-147_S221_L001_R1_001.fastq.gz	F-R-147_S221_L001_R2_001.fastq.gz	1	0	33	3	8.2	0	1.149	3.2471	F-R-147	4	1	4.16666666666667	10.4333333333333	8.33333333333333	72.3333333333333	9.66666666666667	0.05	5.97666666666667	6	0.033333333333333	0.333333333333333	12.2	0.733333333333333	20.6666666666667	1.5	0.333333333333333	0.056666666666667	0.103	17.1983333333333	88.8	10.8	0.4	NA
SAMN39447405	Successfully loaded	F-R-148_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q148	ND	1Burn_W4	1	GrandFir	F-R-148_S307_L001_R1_001.fastq.gz	F-R-148_S307_L001_R2_001.fastq.gz	1	4	87	2.4	7.8	NA	0.324	0.8101	F-R-148	4	1	4.16666666666667	10.4333333333333	8.33333333333333	72.3333333333333	9.66666666666667	0.05	5.97666666666667	6	0.033333333333333	0.333333333333333	12.2	0.733333333333333	20.6666666666667	1.5	0.333333333333333	0.056666666666667	0.103	17.1983333333333	88.8	10.8	0.4	NA
SAMN39447406	Successfully loaded	F-R-149_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q149	ND	3Burn_W5	3	GrandFir	F-R-149_S319_L001_R1_001.fastq.gz	F-R-149_S319_L001_R2_001.fastq.gz	1	8	61	1.7	6.5	NA	0.2849	0.3496	F-R-149	5	3	14.5333333333333	7.16666666666667	7	82	4.33333333333333	0.153333333333333	7.07333333333333	6.3	0.113333333333333	0.866666666666667	15.5666666666667	0.833333333333333	23	4.96666666666667	0.566666666666667	0.05	0.239333333333333	17.4663333333333	86.8	10.8	2.4	NA
SAMN39447407	Successfully loaded	F-R-150_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q150	ND	3Burn_W6	3	Snowbrush	F-R-150_S233_L001_R1_001.fastq.gz	F-R-150_S233_L001_R2_001.fastq.gz	1	0	16	1.5	4.5	17	0.2161	0.2944	F-R-150	6	3	8.53333333333333	6.2	7.66666666666667	59.3333333333333	4.66666666666667	0.103333333333333	5.67	5.73333333333333	0.053333333333333	0.733333333333333	10.2333333333333	0.766666666666667	23	2.86666666666667	0.4	0.046666666666667	0.156666666666667	21.452	90.8	8.8	0.4	NA
SAMN39447408	Successfully loaded	F-R-151_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q151	ND	3Burn_W6	3	GrandFir	F-R-151_S331_L001_R1_001.fastq.gz	F-R-151_S331_L001_R2_001.fastq.gz	1	4	60	1.2	5.7	NA	0.1898	0.2291	F-R-151	6	3	8.53333333333333	6.2	7.66666666666667	59.3333333333333	4.66666666666667	0.103333333333333	5.67	5.73333333333333	0.053333333333333	0.733333333333333	10.2333333333333	0.766666666666667	23	2.86666666666667	0.4	0.046666666666667	0.156666666666667	21.452	90.8	8.8	0.4	NA
SAMN39447409	Successfully loaded	F-R-152_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q152	D	Sterile	NA	GrandFir	F-R-152_S343_L001_R1_001.fastq.gz	F-R-152_S343_L001_R2_001.fastq.gz	1	4	31	2.2	5.5	NA	0.1317	0.1839	F-R-152	Sterile	NA	2.45	19.1	6.16666666666667	52.8333333333333	8.5	0.04	4.825	5.73333333333333	0.11	0.25	63.2833333333333	0.533333333333333	14.8333333333333	1.55	0.3	0.07	0.110333333333333	25.6353333333333	88.8	10.8	0.4	NA
SAMN39447410	Successfully loaded	F-R-153_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q153	ND	0Burn_W1	0	Snowbrush	F-R-153_S245_L001_R1_001.fastq.gz	F-R-153_S245_L001_R2_001.fastq.gz	1	0	17	3.1	5	2	0.4904	1.4133	F-R-153	1	0	1.36666666666667	10.0666666666667	10	108	12	0.036666666666667	7.89333333333333	5.96666666666667	0.096666666666667	0.733333333333333	26.3	0.533333333333333	58	1.66666666666667	0.4	0.043333333333333	0.179	26.3323333333333	80.8	18.8	0.4	NA
SAMN39447411	Successfully loaded	F-R-154_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q154	D	1Burn_W3	1	GrandFir	F-R-154_S355_L001_R1_001.fastq.gz	F-R-154_S355_L001_R2_001.fastq.gz	2	2	14	0.7	4.7	NA	0.0529	0.1469	F-R-154	3	1	1.7	4.96666666666667	7.33333333333333	61.6666666666667	11.3333333333333	0.07	5.18333333333333	6.36666666666667	0.416666666666667	0.1	10.1	0.666666666666667	15.3333333333333	2.03333333333333	0.3	0.04	0.099	27.1886666666667	82.8	16.8	0.4	NA
SAMN39447412	Successfully loaded	F-R-155_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q155	D	3Burn_W6	3	Snowbrush	F-R-155_S257_L001_R1_001.fastq.gz	F-R-155_S257_L001_R2_001.fastq.gz	5	0	17	3.4	5.2	9	0.4765	0.5283	F-R-155	6	3	8.53333333333333	6.2	7.66666666666667	59.3333333333333	4.66666666666667	0.103333333333333	5.67	5.73333333333333	0.053333333333333	0.733333333333333	10.2333333333333	0.766666666666667	23	2.86666666666667	0.4	0.046666666666667	0.156666666666667	21.452	90.8	8.8	0.4	NA
SAMN39447413	Successfully loaded	F-R-156_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q156	ND	0Burn_W2	0	GrandFir	F-R-156_S367_L001_R1_001.fastq.gz	F-R-156_S367_L001_R2_001.fastq.gz	1	4	29	1.8	5.9	NA	0.1	0.2247	F-R-156	2	0	1.33333333333333	8.1	7.66666666666667	92.3333333333333	6	0.043333333333333	6.40666666666667	6.16666666666667	0.086666666666667	0.266666666666667	16	0.433333333333333	29	1.83333333333333	0.333333333333333	0.036666666666667	0.166333333333333	26.2156666666667	80.8	18.8	0.4	NA
SAMN39447414	Successfully loaded	F-R-157_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q157	ND	0Burn_W2	0	Snowbrush	F-R-157_S269_L001_R1_001.fastq.gz	F-R-157_S269_L001_R2_001.fastq.gz	1	0	34	2.6	6	6	0.8851	1.2181	F-R-157	2	0	1.33333333333333	8.1	7.66666666666667	92.3333333333333	6	0.043333333333333	6.40666666666667	6.16666666666667	0.086666666666667	0.266666666666667	16	0.433333333333333	29	1.83333333333333	0.333333333333333	0.036666666666667	0.166333333333333	26.2156666666667	80.8	18.8	0.4	NA
SAMN39447415	Successfully loaded	F-R-158_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q158	D	1Burn_W3	1	Snowbrush	F-R-158_S281_L001_R1_001.fastq.gz	F-R-158_S281_L001_R2_001.fastq.gz	1	0	4	1.1	3.9	0	0.0511	NA	F-R-158	3	1	1.7	4.96666666666667	7.33333333333333	61.6666666666667	11.3333333333333	0.07	5.18333333333333	6.36666666666667	0.416666666666667	0.1	10.1	0.666666666666667	15.3333333333333	2.03333333333333	0.3	0.04	0.099	27.1886666666667	82.8	16.8	0.4	NA
SAMN39447416	Successfully loaded	F-R-159_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q159	ND	0Burn_W1	0	GrandFir	F-R-159_S379_L001_R1_001.fastq.gz	F-R-159_S379_L001_R2_001.fastq.gz	1	4	23	1.7	5.8	NA	0.1112	0.3041	F-R-159	1	0	1.36666666666667	10.0666666666667	10	108	12	0.036666666666667	7.89333333333333	5.96666666666667	0.096666666666667	0.733333333333333	26.3	0.533333333333333	58	1.66666666666667	0.4	0.043333333333333	0.179	26.3323333333333	80.8	18.8	0.4	NA
SAMN39447417	Successfully loaded	F-R-160_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q160	D	3Burn_W5	3	GrandFir	F-R-160_S296_L001_R1_001.fastq.gz	F-R-160_S296_L001_R2_001.fastq.gz	2	10	38	2.2	7.2	NA	0.2694	0.2617	F-R-160	5	3	14.5333333333333	7.16666666666667	7	82	4.33333333333333	0.153333333333333	7.07333333333333	6.3	0.113333333333333	0.866666666666667	15.5666666666667	0.833333333333333	23	4.96666666666667	0.566666666666667	0.05	0.239333333333333	17.4663333333333	86.8	10.8	2.4	NA
SAMN39447418	Successfully loaded	F-R-161_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q161	ND	1Burn_W3	1	GrandFir	F-R-161_S308_L001_R1_001.fastq.gz	F-R-161_S308_L001_R2_001.fastq.gz	1	2	14	1.4	4.5	NA	0.0455	0.1054	F-R-161	3	1	1.7	4.96666666666667	7.33333333333333	61.6666666666667	11.3333333333333	0.07	5.18333333333333	6.36666666666667	0.416666666666667	0.1	10.1	0.666666666666667	15.3333333333333	2.03333333333333	0.3	0.04	0.099	27.1886666666667	82.8	16.8	0.4	NA
SAMN39447419	Successfully loaded	F-R-162_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q162	ND	3Burn_W5	3	Snowbrush	F-R-162_S198_L001_R1_001.fastq.gz	F-R-162_S198_L001_R2_001.fastq.gz	1	0	27	3.2	9.4	35	1.1376	0.8776	F-R-162	5	3	14.5333333333333	7.16666666666667	7	82	4.33333333333333	0.153333333333333	7.07333333333333	6.3	0.113333333333333	0.866666666666667	15.5666666666667	0.833333333333333	23	4.96666666666667	0.566666666666667	0.05	0.239333333333333	17.4663333333333	86.8	10.8	2.4	NA
SAMN39447420	Successfully loaded	F-R-163_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q163	D	0Burn_W1	0	Snowbrush	F-R-163_S210_L001_R1_001.fastq.gz	F-R-163_S210_L001_R2_001.fastq.gz	6	0	11	2.2	5.4	0	0.1939	0.3131	F-R-163	1	0	1.36666666666667	10.0666666666667	10	108	12	0.036666666666667	7.89333333333333	5.96666666666667	0.096666666666667	0.733333333333333	26.3	0.533333333333333	58	1.66666666666667	0.4	0.043333333333333	0.179	26.3323333333333	80.8	18.8	0.4	NA
SAMN39447421	Successfully loaded	F-R-164_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q164	ND	Sterile	NA	Snowbrush	F-R-164_S222_L001_R1_001.fastq.gz	F-R-164_S222_L001_R2_001.fastq.gz	1	0	9	1.6	3.9	0	0.1752	0.2053	F-R-164	Sterile	NA	2.45	19.1	6.16666666666667	52.8333333333333	8.5	0.04	4.825	5.73333333333333	0.11	0.25	63.2833333333333	0.533333333333333	14.8333333333333	1.55	0.3	0.07	0.110333333333333	25.6353333333333	88.8	10.8	0.4	NA
SAMN39447422	Successfully loaded	F-R-165_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q165	D	1Burn_W4	1	Snowbrush	F-R-165_S234_L001_R1_001.fastq.gz	F-R-165_S234_L001_R2_001.fastq.gz	6	0	21	2.1	3.6	1	0.3673	0.7657	F-R-165	4	1	4.16666666666667	10.4333333333333	8.33333333333333	72.3333333333333	9.66666666666667	0.05	5.97666666666667	6	0.033333333333333	0.333333333333333	12.2	0.733333333333333	20.6666666666667	1.5	0.333333333333333	0.056666666666667	0.103	17.1983333333333	88.8	10.8	0.4	NA
SAMN39447423	Successfully loaded	F-R-166_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q166	D	0Burn_W2	0	GrandFir	F-R-166_S320_L001_R1_001.fastq.gz	F-R-166_S320_L001_R2_001.fastq.gz	1	7	31	1.7	4.7	NA	0.206	0.4899	F-R-166	2	0	1.33333333333333	8.1	7.66666666666667	92.3333333333333	6	0.043333333333333	6.40666666666667	6.16666666666667	0.086666666666667	0.266666666666667	16	0.433333333333333	29	1.83333333333333	0.333333333333333	0.036666666666667	0.166333333333333	26.2156666666667	80.8	18.8	0.4	NA
SAMN39447424	Successfully loaded	F-R-167_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q167	ND	1Burn_W3	1	Snowbrush	F-R-167_S246_L001_R1_001.fastq.gz	F-R-167_S246_L001_R2_001.fastq.gz	1	0	9	2.5	3.1	0	0.1447	0.1777	F-R-167	3	1	1.7	4.96666666666667	7.33333333333333	61.6666666666667	11.3333333333333	0.07	5.18333333333333	6.36666666666667	0.416666666666667	0.1	10.1	0.666666666666667	15.3333333333333	2.03333333333333	0.3	0.04	0.099	27.1886666666667	82.8	16.8	0.4	NA
SAMN39447425	Successfully loaded	F-R-168_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q168	D	1Burn_W4	1	GrandFir	F-R-168_S332_L001_R1_001.fastq.gz	F-R-168_S332_L001_R2_001.fastq.gz	2	4	58	2	6.5	NA	0.3275	0.6929	F-R-168	4	1	4.16666666666667	10.4333333333333	8.33333333333333	72.3333333333333	9.66666666666667	0.05	5.97666666666667	6	0.033333333333333	0.333333333333333	12.2	0.733333333333333	20.6666666666667	1.5	0.333333333333333	0.056666666666667	0.103	17.1983333333333	88.8	10.8	0.4	NA
SAMN39447426	Successfully loaded	F-R-197_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Ceanothus velutinus	NA																																																																																							Q197	D	Sterile	NA	Snowbrush	F-R-197_S258_L001_R1_001.fastq.gz	F-R-197_S258_L001_R2_001.fastq.gz	6	0	5	0.8	2.8	0	0.2063	NA	F-R-197	Sterile	NA	2.45	19.1	6.16666666666667	52.8333333333333	8.5	0.04	4.825	5.73333333333333	0.11	0.25	63.2833333333333	0.533333333333333	14.8333333333333	1.55	0.3	0.07	0.110333333333333	25.6353333333333	88.8	10.8	0.4	NA
SAMN39447427	Successfully loaded	F-R-198_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q198	ND	0Burn_W1	0	GrandFir	F-R-198_S344_L001_R1_001.fastq.gz	F-R-198_S344_L001_R2_001.fastq.gz	1	3	17	1	4.6	NA	0.2196	NA	F-R-198	1	0	1.36666666666667	10.0666666666667	10	108	12	0.036666666666667	7.89333333333333	5.96666666666667	0.096666666666667	0.733333333333333	26.3	0.533333333333333	58	1.66666666666667	0.4	0.043333333333333	0.179	26.3323333333333	80.8	18.8	0.4	NA
SAMN39447428	Successfully loaded	F-R-199_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q199	D	0Burn_W1	0	GrandFir	F-R-199_S356_L001_R1_001.fastq.gz	F-R-199_S356_L001_R2_001.fastq.gz	1	4	57	1.6	5.6	NA	0.3255	0.5877	F-R-199	1	0	1.36666666666667	10.0666666666667	10	108	12	0.036666666666667	7.89333333333333	5.96666666666667	0.096666666666667	0.733333333333333	26.3	0.533333333333333	58	1.66666666666667	0.4	0.043333333333333	0.179	26.3323333333333	80.8	18.8	0.4	NA
SAMN39447429	Successfully loaded	F-R-200_ITS			root metagenome	2023	Greenhouse [ENVO_03600087]	rhizosphere environment [ENVO_01000999]	greenhouse soil [ENVO_00005780]	USA: Pullman, Washington	Abies grandis	NA																																																																																							Q200	ND	0Burn_W2	0	GrandFir	F-R-200_S368_L001_R1_001.fastq.gz	F-R-200_S368_L001_R2_001.fastq.gz	1	5	36	2.4	6.6	NA	0.4149	0.6459	F-R-200	2	0	1.33333333333333	8.1	7.66666666666667	92.3333333333333	6	0.043333333333333	6.40666666666667	6.16666666666667	0.086666666666667	0.266666666666667	16	0.433333333333333	29	1.83333333333333	0.333333333333333	0.036666666666667	0.166333333333333	26.2156666666667	80.8	18.8	0.4	NA
